uniqueDri,uniqueTa,drugName,targetName,organism
CC(C)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCNC2)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CSC[C@@H](C(N)=O)NC1=O,,Palifosfamide,,Homo sapiens (Human).
CCCCOc1ccc(-c2c[nH]c(SCCc3cnc[nH]3)n2)cc1,,Tianeptine,,Homo sapiens (Human).
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2Cc3ccccc3C[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,,[D-Tic7]OT,,Homo sapiens (Human).
CC(C)NCC(O)CO,,6452-57-9,,Homo sapiens (Human).
COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OCc1ncccn1,,Bromisoval,,Homo sapiens (Human).
CC(C)(C)NCC(O)CNC(C)(C)C,,15046-09-0,,Homo sapiens (Human).
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,,nandrolone,,Homo sapiens (Human).
Cc1cc(=O)n(-c2ccc(C(=O)NCCCNC(=O)C(Cc3ccc(OP(=O)(O)O)cc3)NC(=O)Cc3cc(=O)oc4cc(O)ccc34)cc2)[nH]1,,Ozanimod,,Homo sapiens (Human).
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,,warfarin,,Homo sapiens (Human).
COc1nc2ccc(C(O)(c3cnc(C)n3C)c3cnc(C)n3C)cc2c(Cl)c1CNC(=O)CC(F)(F)F,,"US10201546, Example 185",,Homo sapiens (Human).
O=C1c2ccccc2NC(c2ccccc2F)N1c1ccc(OCCn2c(-c3ccccc3)nc3ccccc32)cc1,,Zucapsaicin,,Homo sapiens (Human).
CCC/C(C)=N\OCC(O)CNC(C)C,,"5-(2-hydroxyethyl)nonane-1,9-diol",,Homo sapiens (Human).
CN1C(=O)CCN(C2CCCC2)c2nc(Nc3ccc(N4CCC(O)CC4)cn3)ncc21,,Carboxyatractyloside,,Homo sapiens (Human).
CC(=O)N1CCC(C(=O)N(C)Cc2cc(Cl)cc(-c3cc(-c4cc(C(F)(F)F)ccc4Cl)c(C#N)c(=O)[nH]3)c2O)CC1,,Sagopilone,,Homo sapiens (Human).
O=C(NO)[C@H]1COC(c2ccc(OC(F)(F)F)c(Cl)c2)=N1,,2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine,,Homo sapiens (Human).
O=C(NCCO)c1cnn2c(O)cc(-c3ccccc3)nc12,,LGD-3303,,Homo sapiens (Human).
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,Indibulin,,Homo sapiens (Human).
COC(=O)CCNCC(O)COc1ccccc1C,,Cysteamine,,Homo sapiens (Human).
COc1nc2ccc([C@](O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1,,Sarcosine,,Homo sapiens (Human).
CCN=C(NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCNC(=NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,,Ganirelix,,Homo sapiens (Human).
CC(C)CCCC1(C)CCc2cc(O)cc(C(F)(F)F)c2O1,,Bumadizone,,Homo sapiens (Human).
CCC/C=C/CCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,,Abafungin,,Homo sapiens (Human).
Cn1nccc1C(=O)Nc1ccc(F)cc1F,,"N-(2,4-difluorophenyl)-1-methyl-1H-pyrazole-5-carboxamide",,Homo sapiens (Human).
N#CN=C(NCCCOc1cccc(CN2CCCCC2)c1)NCCNC(=O)c1ccc(C(=O)O)c(C2c3ccc(O)cc3OC3=CC(=O)C=CC32)c1,,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",,Homo sapiens (Human).
CO[C@H]1O[C@H](CNC(=O)CNC(=O)Cc2cccc(Cl)c2)[C@@H](OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-],,"7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE",,Homo sapiens (Human).
O=C(Nc1nc2ccccc2s1)c1cccc2c1CN(c1nc(C(=O)O)c(CCCOc3ccccc3)s1)CC2,,(3S)-N-(3-BROMOPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE,,Homo sapiens (Human).
O=C(Cc1ccc(-c2cnc3[nH]c(C(=O)N4CC(O)C4)cc3c2)cc1F)Nc1cc(C2(C(F)(F)F)CC2)on1,,"US9725465, Example 111",,Homo sapiens (Human).
CC(C)COC(=O)c1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,,CS262,,Homo sapiens (Human).
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C5CCC5)nn4-c4ccccc4)c3)c2cc1OC,,Epicriptine,,Homo sapiens (Human).
CCCc1ccc(S(N)(=O)=O)cc1,,4-propylbenzenesulfonamide,,Homo sapiens (Human).
Cc1ocnc1C(=O)Nc1cccnc1,,(P-Iodophenylacetylamino)Methylphosphinic Acid,,Homo sapiens (Human).
Cc1c(NS(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)c(=O)n(-c2ccccc2)n1C,,Enobosarm,,Homo sapiens (Human).
CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(C)=O)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCCNC(=O)COCC(=O)Nc2ccc(CCC(=O)N3CCC3=O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N1)C(C)C)C(N)=O,,Oleandrin,,Homo sapiens (Human).
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)[C@@H](O)C[C@]12O,,Gitoxigenin,,Homo sapiens (Human).
COc1cc2c(Oc3cccc(NC(=O)Nc4ccc(OC)c(C(F)(F)F)c4)c3)ncnc2cc1OCCN1CCOCC1,,1-(4-methoxy-3-(trifluoromethyl)phenyl)-3-(3-(6-methoxy-7-(2-morpholinoethoxy)quinazolin-4-yloxy)phenyl)urea,,Homo sapiens (Human).
CC(N)Cc1ccc2c(c1)OCO2,,Tenamfetamine,,Homo sapiens (Human).
O=C(O)CC[C@H](NC(=O)N[C@@H](CSC1CC(=O)N(CCCC[C@H](NC(=O)CNC(=O)c2cccc(I)c2)C(=O)O)C1=O)C(=O)O)C(=O)O,,1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide,,Homo sapiens (Human).
N[C@@H](Cn1ccc(=O)n(Cc2ccccc2C(=O)O)c1=O)C(=O)O,,UBP 302,,Homo sapiens (Human).
CSCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@@H](C)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H](CO)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](N)CO)[C@H](C)O)[C@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](C(N)=O)[C@H](C)O,,Carboprost tromethamine,,Homo sapiens (Human).
Cc1nccn1CCCn1c(-c2ccccc2)cc(-c2nc3ccccc3n2CC2CCCC2)c1C(C)C,,Oxitropium,,Homo sapiens (Human).
CC[C@H](C)[C@H](NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,,Saralasin,,Homo sapiens (Human).
C[C@@H](Nc1nc(-c2cccc(C(=O)O)c2)cnc1N)C1CCCCC1,,ORG-25935,,Homo sapiens (Human).
CCCCCCCN(CCc1ccc(O[C@@](C)(CC)C(=O)O)cc1)c1nc2ccccc2o1,,"(2s)-2-(4-{2-[1,3-Benzoxazol-2-Yl(Heptyl)amino]ethyl}phenoxy)-2-Methylbutanoic Acid",,Homo sapiens (Human).
O=[N+]([O-])c1ccc2nc[nH]c2c1,,5-NITROBENZIMIDAZOLE,,Homo sapiens (Human).
CNC(=O)c1ccccc1Nc1c(C#N)cnc2[nH]c(-c3ccc(F)cc3)cc12,,Ferric pyrophosphate citrate,,Homo sapiens (Human).
COc1cccc(NC(=O)CSc2nnnn2C)c1,,CBKinase1_008515,,Homo sapiens (Human).
O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1CC1CC1,,Carbendazim,,Homo sapiens (Human).
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N1C2CCCCC2C[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)O,,Indirubin-3'-monoxime,,Homo sapiens (Human).
O=S(=O)(NCCc1c[nH]c2ccccc12)c1cc(Br)c(Cl)s1,,Cycloguanil,,Homo sapiens (Human).
NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)Cn2cc(nn2)CCCNC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)Cn2cc(nn2)CCCNC1=O,,Dihydro-Acarbose,,Homo sapiens (Human).
CN(C)CCC(=O)Nc1cncc(-c2cccc3[nH]ccc23)c1,,3-sulfino-L-alanine,,Homo sapiens (Human).
CCCn1c(=O)c2[nH]c(C3CCC(OC(=O)CBr)C3)nc2n(CCC)c1=O,,Erteberel,,Homo sapiens (Human).
COc1nc2ccc([C@@](O)(c3cnnn3C)c3cnc(C)n3C)cc2c(Cl)c1CN1CCC(n2cccn2)CC1,,LY-2874455,,Homo sapiens (Human).
CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(-c2cccc(N)c2)n1,,"pyrazolourea, 1a",,Homo sapiens (Human).
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)C)nn4-c4cccnc4)c3)c2cc1OC,,Brexpiprazole,,Homo sapiens (Human).
COc1nc2ccc(C(O)(c3cnc(C)n3C)c3cnc(C)n3C)cc2c(Cl)c1CC(F)(F)F,,"US10201546, Example 145",,Homo sapiens (Human).
O=C(c1cccc(Cc2cc(Cl)ccc2OCc2ccc(Cl)cc2F)n1)N1CCCC1,,Bicuculline,,Homo sapiens (Human).
CCCCCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,,2-Pyridinethiol,,Homo sapiens (Human).
CN(C)S(=O)(=O)c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12,,CRA_10762,,Homo sapiens (Human).
COc1ccc2nc(-c3ccc4ccccc4c3)n(-c3ccnc(N[C@@H]4CCCN(C(=O)C5CC5)C4)n3)c2c1,,Aplaviroc,,Homo sapiens (Human).
C=CCN(CC(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N(CC=C)CC(=O)N[C@@H](CCC(=O)O)C(N)=O)[C@@H](C)O)C(=O)[C@@H]1CCCN1C(=O)CCCCNC(=S)Nc1ccc2c(c1)C1(OC2=O)c2ccc(O)cc2Oc2cc(O)ccc21,,Cyclo(prolylglycyl),,Homo sapiens (Human).
CC(C)(C)C(=O)CN1C(=O)N(CC(=O)Nc2cccc(N3CCOCC3)c2)N=C(C2CCCCC2)c2ccccc21,,Darinaparsin,,Homo sapiens (Human).
CCCCc1ccnc([C@H](CC2CCCCC2)NC(=O)c2ccc(CNC(=N)N)cc2)c1,,Piperacillin,,Homo sapiens (Human).
C[C@@H]1C[C@H]2CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@@H]21,,7alpha-methyldihydrotestosterone,,Homo sapiens (Human).
Oc1ccc2c(c1)CCNCCc1ccccc1C2,,NADPH,,Homo sapiens (Human).
NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@H](O)[C@@H]2O)C=CC1,,M-Cresol,,Homo sapiens (Human).
Cc1cnc(Cl)nc1-c1ccc2c(c1)CC[C@H](c1cccnc1)N2C(=O)c1ccc(O)cc1O,,1-Naphthylamine-5-sulfonic acid,,Homo sapiens (Human).
C#CCCCNC(=O)[C@H](CC(N)=O)NC(=O)C1(NC(=O)[C@H](Cc2ccc(CP(=O)(O)O)cc2)NC(=O)CN=[N+]=[N-])CCCCC1,,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",,Homo sapiens (Human).
COCCNc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine",,Homo sapiens (Human).
C[n+]1c(C#Cc2ccc(-c3ccc(O)cc3)cc2)cccc1C#Cc1ccc(-c2ccc(O)cc2)cc1,,"(2Z,3E)-2,3'-biindole-2',3(1H,1'H)-dione 3-{O-[(3R)-3,4-dihydroxybutyl]oxime}",,Homo sapiens (Human).
COc1cc([C@@H](CC(=O)O)c2ccc(C)c(CN3C[C@@H](C)Oc4ccccc4S3(=O)=O)c2)cc2nnn(C)c12,,KI696,,Homo sapiens (Human).
CC(C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](N)CCCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)O)C(C)C,,SAR-125844,,Homo sapiens (Human).
CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2(CCCCC2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O,,2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID,,Rattus norvegicus (Rat).
S=C(NCc1cccc(I)c1)N1CCC(c2cnc[nH]2)CC1,,Bromamphenicol,,Homo sapiens (Human).
CC(NOCC(O)CNC(C)(C)C)C1CC1,,"3-(3,4-dimethoxyphenyl)propanoic acid",,Homo sapiens (Human).
CCOc1c(OC)nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c1Cl,,"N-[1-(5-bromo-2,3-dimethoxybenzyl)piperidin-4-yl]-4-sulfanylbutanamide",,Homo sapiens (Human).
Cc1ccc(S(=O)(=O)N(CC(=O)N2CCC(C)(N)CC2)c2ccc(C#N)cc2)cc1,,Aspartyl-alanyl-diketopiperazine,,Homo sapiens (Human).
O=C(c1ccc(OCCCN2CCC(Cc3cnc[nH]3)CC2)cc1)N1CCNCC1,,"5,10-Dimethylene Tetrahydromethanopterin",,Homo sapiens (Human).
O=P(O)(O)O[C@H]1[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,,"inositol 1,4,5-trisphosphate",,Homo sapiens (Human).
CCN1CCc2ccccc2Cc2ccc(O)cc2CC1,,CR665,,Homo sapiens (Human).
CN1C[C@H](C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)C[C@@H]2Cc3c(C#N)cccc3C[C@H]21,,Bisindolylmaleimide I,,Homo sapiens (Human).
CN(Cc1ccccc1)c1nc(NCc2ccc(C3CCCCC3)cc2)nc2c1ncn2CC(=O)O,,Pterin Cytosine Dinucleotide,,Homo sapiens (Human).
CCOc1cccc(CN2CCC(N3Cc4cccc(C(N)=O)c4C3=O)CC2)c1,,Inhibitor of P38 Kinase,,Bos taurus (Bovine).
CC(C)(C)OC(=O)NCCCCCC(=O)NC12CC3(CCC=O)CC(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O)(CC(CCC(=O)N[C@@H](CCP(=O)(O)CC(CCC(=O)O)C(=O)O)C(=O)O)(C3)C1)C2,,Cannabigerol,,Homo sapiens (Human).
COc1nc2ccc([C@@](O)(c3ccc(C#N)cc3)c3cncn3C)cc2c(C#N)c1OCC1CC1,,Ataluren,,Homo sapiens (Human).
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnc4c(N)ncnc43)cc2)cc1,,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,,Homo sapiens (Human).
Cc1cc(Nc2nc(Sc3ccc(NC(=O)CN4CC[C@@H](OCCN5CCN(C)CC5)C4)cc3)nn3cccc23)n[nH]1,,Doxazosin,,Homo sapiens (Human).
CC(C)(C)NCC(O)COC(=O)C1CCCCC1,,Droxidopa,,Rattus norvegicus (Rat).
CC(C)(C)NCC(O)CON=C1CCCCC1,,TNP-470,,Rattus norvegicus (Rat).
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](CCS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,Filaminast,,Homo sapiens (Human).
N#Cc1ccc(-c2ccc(OCCCCC(=O)NO)cc2)cc1,,Pyrazole,,Homo sapiens (Human).
COc1ccc(CN(CC(=O)NCc2ccccc2)C(=O)CCCCCn2cc[n+](C)c2/C=N\O)cc1.[I-],,Fentiazac,,Homo sapiens (Human).
Nc1ccc(CC(NC(=O)CNC(=O)c2ccc(S(N)(=O)=O)cc2)C(=O)O)cc1,,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",,Homo sapiens (Human).
COc1ccccc1CNCCCCCCNCCCCCCCCCCCCCNCCCCCCNCc1ccccc1OC,,5-Chloro-N-{(3S)-1-[(2S)-1-(4-morpholinyl)-1-oxo-2-propanyl]-2-oxo-3-pyrrolidinyl}-1H-indole-2-sulfonamide,,Homo sapiens (Human).
Cc1ccc(C(O)(c2ccc3nc(Cl)c(OC(C)C)c(Cl)c3c2)c2cnnn2C)c(C)n1,,Ozarelix,,Homo sapiens (Human).
COc1cc2ncnc(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,,6-Hydroxy-6-Methyl-Heptan-3-One,,Homo sapiens (Human).
O=c1cc(-c2ccccc2)oc2cc(OCc3ccccc3)cc(O)c12,,110506-85-9,,Homo sapiens (Human).
CC(CCC(=O)[O-])[N+](C)(C)C,,Difamilast,,Homo sapiens (Human).
COc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,,4-hydroxycoumarin,,Homo sapiens (Human).
CC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCc1ccc(-c2scnc2C)cc1)c1ccccc1,,"1-[3-({[(4-AMINO-5-FLUORO-2-METHYLQUINOLIN-3-YL)METHYL]THIO}METHYL)PHENYL]-2,2,2-TRIFLUOROETHANE-1,1-DIOL",,Homo sapiens (Human).
O=C(Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1)c1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1,,"CypA Inhibitor, 4g",,Homo sapiens (Human).
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)NC(=O)OCCCCCCCCCCCCCCCCCCCCCCC,,"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate",,Homo sapiens (Human).
CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CNC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(N)=O)[C@@H](C)O,,"2-amino-5-[3-(1-ethyl-1H-pyrazol-5-yl)-1H-pyrrolo[2,3-b]pyridin-5-yl]-N,N-dimethylbenzamide",,Homo sapiens (Human).
Cc1cccc(-c2ccc(C(=O)O)cc2)c1,,5728-33-6,,Homo sapiens (Human).
O=C(O)Cc1csc(=NC(=O)CS(=O)(=O)Cc2ccc3ccccc3c2)n1O,,Luteolin,,Homo sapiens (Human).
NC1CCN(c2ccc([N+](=O)[O-])cc2NC(=O)c2ccccc2Cl)CC1,,Dantrolene,,Homo sapiens (Human).
CSC1=NC2C(=C(C)[N-]1)C(=[OH+])OCCCCCSc1ccc([N+](=O)[O-])cc12,,JHU-75528 C-11,,Homo sapiens (Human).
CN1C2CCC1C(c1ccc(Br)cc1)C2,,1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea,,Homo sapiens (Human).
COCCOc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC,,Ralinepag,,Homo sapiens (Human).
O=C(Nc1ccc([N+](=O)[O-])cc1)C1CC1,,N-(4-nitrophenyl)cyclopropanecarboxamide,,Homo sapiens (Human).
COc1ccc(CN(CCN(C)CCCCCCN)c2ccccn2)cc1,,Mefenamic acid,,Homo sapiens (Human).
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]nnc4c32)cc1,,CS242,,Homo sapiens (Human).
COc1ccc(CN(CCN(C)CCCCN)c2ccccn2)cc1,,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA",,Homo sapiens (Human).
COC(=O)c1cc(-c2ccccc2OCc2ccc(Br)cc2)no1,,Fluprednisolone acetate,,Human papillomavirus type 16.
CC(C)C[C@H](NC(=O)CNC(=O)CNC(=O)[C@H](Cc1cccnc1)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCC(N)=O)C(C)(C)S)[C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](CS)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O,,Anisindione,,Rattus norvegicus (Rat).
Nc1cc(CN2CCC(C(=O)N3CCC(n4c(=O)n(CC(F)(F)F)c5cc(F)ccc54)CC3)CC2)ccn1,,"4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose",,Homo sapiens (Human).
CC(=O)N[C@@H](C=O)[C@@H](O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@]2(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O2)[C@H]1O)[C@H](O)CO,,Sialyl-Lewis X,,Cavia porcellus (Guinea pig).
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,,Digoxigenin,,Homo sapiens (Human).
NC(=O)c1ccc(-n2cccc2Cc2c(F)cccc2F)cc1N[C@H]1CC[C@H](O)CC1,,N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE,,Homo sapiens (Human).
COc1ccc(C(=O)CSc2nc3nc(N)[nH]c(=O)c3[nH]2)cc1,,Halofuginone,,Homo sapiens (Human).
Cc1ccccc1OCCSc1nc2ccccc2n1CCC(=O)O,,Isosorbide mononitrate,,Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh).
CCC(C)c1cccc(OCC(O)CNC(C)C)c1,,Ixazomib,,Homo sapiens (Human).
CCN(CC)CCNS(=O)(=O)Cc1ccc(Cl)cc1,,Tetrahydrogestrinone,,Homo sapiens (Human).
Cc1[nH]nc2c1C(c1cccc(C(F)(F)F)c1)C1=C(CC(C)(C)CC1=O)N2,,arg-gsk-19,,Homo sapiens (Human).
COc1ccc(CN(CCN(C)CCCCCCCCNC(=O)c2ccc(C(=O)O)c(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c2)c2ccccn2)cc1,,"5-Phenylsulfanyl-2,4-Quinazolinediamine",,Homo sapiens (Human).
